"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"1049",15,"S9865-D015",1833,"Letter","Career choice; Farms; Scenery; Travel; Economics; Communities; Environment; Entertainment and recreation","Economics; Communities; Environment; Entertainment and recreation",NA,"Michigan; United States; East North Central States; Midwest States; Great Lakes States; North America","per0029178","Anonymous Male Scottish Immigrant in Michigan, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant in Michigan",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Surveyor"
"1050",16,"S9865-D016",1834,"Letter","American Indians; Animals; Farms; Local populations; Settlements; Temperance; Ethnic groups; Environment; Communities; Health","Ethnic groups; Environment; Communities; Health",NA,"Michigan; United States; East North Central States; Midwest States; Great Lakes States; North America","per0029178","Anonymous Male Scottish Immigrant in Michigan, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant in Michigan",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Surveyor"
"1051",17,"S9865-D017",1833,"Letter","Climates; Crops; Farms; Environment; Agriculture; Communities","Environment; Agriculture; Communities",NA,"Canada; North America","per0029182","Anonymous Male Scottish Immigrant from Aberdeen, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant from Aberdeen",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Manufacturer"
"1052",18,"S9865-D018",1833,"Letter","Farms; Gardens; Winter; Communities; Domestic life; Environment","Communities; Domestic life; Environment",NA,"Canada; North America","per0029182","Anonymous Male Scottish Immigrant from Aberdeen, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant from Aberdeen",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Manufacturer"
"1053",19,"S9865-D019",1834,"Letter","Career choice; Midwives; Nephews; Physical health; Sisters; Economics; Health; Relationships","Economics; Health; Relationships",NA,"Canada; North America","per0029182","Anonymous Male Scottish Immigrant from Aberdeen, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant from Aberdeen",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Manufacturer"
"1054",21,"S9865-D021",1833,"Letter","Farming; Immigrants and emigrants; Life Styles; Domestic life","Life Styles; Domestic life",NA,"Albany, NY; New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America","per0029184","Anonymous Male Scottish Farmer Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Farmer Immigrant",NA,NA,NA,NA,NA,NA,"Farmer",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1055",22,"S9865-D022",1833,"Letter","Farms; Hunting; Physical health; Travel; Communities; Domestic life; Health; Entertainment and recreation","Communities; Domestic life; Health; Entertainment and recreation",NA,"Chippawa, ON; Ontario; Canada; Central Provinces; North America","per0029184","Anonymous Male Scottish Farmer Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Farmer Immigrant",NA,NA,NA,NA,NA,NA,"Farmer",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1056",23,"S9865-D023",1833,"Letter","Character judgment; Financial investments; Local populations; Health; Economics; Communities","Health; Economics; Communities",NA,"Buffalo, NY; New York; United States; Mid-Atlantic States; Northeast States; East Coast States; North America","per0029184","Anonymous Male Scottish Farmer Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Farmer Immigrant",NA,NA,NA,NA,NA,NA,"Farmer",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1057",24,"S9865-D024",1833,"Letter","Crops; Farmers; Hotels and inns; Prices; Travel; Agriculture; Economics; Entertainment and recreation; Canada; North America; United States","Agriculture; Economics; Entertainment and recreation",NA,"Fort Erie, ON; Ontario; Canada; Central Provinces; North America","per0029184","Anonymous Male Scottish Farmer Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Farmer Immigrant",NA,NA,NA,NA,NA,NA,"Farmer",1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1058",25,"S9865-D025",1832,"Letter","Animals; Climates; Crops; Farms; Immigrants and emigrants; Income; Pioneers; Property; Environment; Agriculture; Communities; Domestic life; Economics","Environment; Agriculture; Communities; Domestic life; Economics",NA,"Guelph, ON; Ontario; Canada; Central Provinces; North America","per0029187","Anonymous Scottish Clergyman in Canada, fl. 1832","English",NA,"Anonymous Scottish Clergyman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Clergy",NA,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Clergy"
"1059",26,"S9865-D026",1833,"Letter","Hunting; Livestock; Luggage; Property; Steamboats; Travel; Domestic life; Agriculture; Entertainment and recreation; Transportation","Domestic life; Agriculture; Entertainment and recreation; Transportation",NA,"Canada; North America","per0029189","Anonymous Male Scottish Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Immigrant",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1060",27,"S9865-D027",1833,"Letter","Customs services; Luggage; Ocean voyages; Riverboat trips; Supplies and provisions; Travel preparations; Politics; Entertainment and recreation; Transportation","Politics; Entertainment and recreation; Transportation",NA,"Canada; North America","per0029189","Anonymous Male Scottish Immigrant, fl. 1833","English",NA,"Anonymous Male Scottish Immigrant",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1833,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1061",28,"S9865-D028",1833,"Letter","Apparel; Luggage; Physical health; Domestic life; Entertainment and recreation; Health","Domestic life; Entertainment and recreation; Health",NA,"Canada; North America","per0029190","Anonymous Female Scottish Immigrant, fl. 1833","English",NA,"Anonymous Female Scottish Immigrant",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1833,NA,NA,"Married",NA,"First","F","Scottish; European",NA,NA
"1062",29,"S9865-D029",1833,"Letter","Economic conditions; Immigrants and emigrants; Income; Prices; Travel preparations; Economics; Domestic life; Entertainment and recreation","Economics; Domestic life; Entertainment and recreation",NA,"Montreal, QC; Quebec; Canada; East Coast Provinces; North America","per0029192","Anonymous Scottish Cabinet Maker, fl. 1833","English",NA,"Anonymous Scottish Cabinet Maker",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Tradesman",1833,NA,NA,"Married",NA,"First","M","Scottish; European",NA,"Tradesman"
"1063",30,"S9865-D030",1834,"Letter","Career choice; Farmers; Immigration and emigration; Luggage; Money; Prices; Searching for job; Sight-seeing; Steamboats; Supplies and provisions; Travel; Winter; Economics; Agriculture; Domestic life; Entertainment and recreation; Transportation; Environment; Canada; North America","Economics; Agriculture; Domestic life; Entertainment and recreation; Transportation; Environment",NA,"Montreal, QC; Quebec; Canada; East Coast Provinces; North America","per0029193","Anonymous Settler in Montreal, fl. 1834","English",NA,"Anonymous Settler in Montreal",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,NA,NA,NA,NA,NA,"First","M","Scottish; European",NA,NA
"1064",31,"S9865-D031",1832,"Letter","Crops; Farms; Luggage; Property sales; Riverboat trips; Supplies and provisions; Travel; Agriculture; Communities; Entertainment and recreation; Domestic life","Agriculture; Communities; Entertainment and recreation; Domestic life",NA,"Canada; North America","per0029194","Anonymous Settler in Canada, fl. 1832","English",NA,"Anonymous Settler in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1065",32,"S9865-D032",1834,"Letter","American Indians; Fruits; Gardens; Summer; Weather; Ethnic groups; Agriculture; Domestic life; Environment","Ethnic groups; Agriculture; Domestic life; Environment",NA,"Montreal, QC; Quebec; Canada; East Coast Provinces; North America","per0029195","Anonymous Scottish Gardener in Canada, fl. 1834","English",NA,"Anonymous Scottish Gardener in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Urban planner",1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,NA
"1066",33,"S9865-D033",1834,"Letter","Property sales; Public health; Soil conditions; Towns; Waterfalls; Domestic life; Health; Agriculture; Communities; Environment","Domestic life; Health; Agriculture; Communities; Environment",NA,"Canada; North America","per0029196","Anonymous Scottish Gentleman in Canada, fl. 1834","English",NA,"Anonymous Scottish Gentleman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1067",34,"S9865-D034",1834,"Letter","American Indians; Climates; Crops; Frost; Hunting; Ethnic groups; Environment; Agriculture; Domestic life","Ethnic groups; Environment; Agriculture; Domestic life",NA,"Canada; North America","per0029196","Anonymous Scottish Gentleman in Canada, fl. 1834","English",NA,"Anonymous Scottish Gentleman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1068",35,"S9865-D035",1834,"Letter","Doctors; Farming; Furnishings; Luggage; Medications; Money; Prices; Riverboat trips; Schools; Supplies and provisions; Teachers; Tools; Travel; Wagon travel; Health; Life Styles; Domestic life; Entertainment and recreation; Economics; Education; Transportation","Health; Life Styles; Domestic life; Entertainment and recreation; Economics; Education; Transportation",NA,"Canada; North America","per0029196","Anonymous Scottish Gentleman in Canada, fl. 1834","English",NA,"Anonymous Scottish Gentleman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1069",36,"S9865-D036",1835,"Letter","Church services; Farming; Forests; Furnishings; Local populations; Morality; Property; Scottish people; Walking; Religion; Life Styles; Environment; Domestic life; Communities; Sociology; Ethnic groups; Entertainment and recreation","Religion; Life Styles; Environment; Domestic life; Communities; Sociology; Ethnic groups; Entertainment and recreation",NA,"Canada; North America","per0029196","Anonymous Scottish Gentleman in Canada, fl. 1834","English",NA,"Anonymous Scottish Gentleman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1070",37,"S9865-D037",1835,"Letter","Character judgment; Debts; Farming; Local populations; Weather; Health; Economics; Life Styles; Communities; Environment","Health; Economics; Life Styles; Communities; Environment",NA,"Canada; North America","per0029196","Anonymous Scottish Gentleman in Canada, fl. 1834","English",NA,"Anonymous Scottish Gentleman in Canada",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1071",38,"S9865-D038",1834,"Letter","Farms; Livestock; Ocean voyages; Property sales; Scottish people; Soil conditions; Communities; Agriculture; Transportation; Domestic life; Ethnic groups","Communities; Agriculture; Transportation; Domestic life; Ethnic groups",NA,"Whitby, ON; Ontario; Canada; Central Provinces; North America","per0029199","Anonymous Scottish Farmer from St. Fergus Parish, fl. 1834","English",NA,"Anonymous Scottish Farmer from St. Fergus Parish",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Farmer",NA,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Farmer"
"1072",39,"S9865-D039",1834,"Letter","Income; Luggage; Travel; Economics; Entertainment and recreation","Economics; Entertainment and recreation",NA,"Hamilton, ON; Ontario; Canada; Central Provinces; North America","per0029200","Anonymous Scottish Immigrant from Turriff, fl. 1834","English",NA,"Anonymous Scottish Immigrant from Turriff",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,"Manufacturer",1834,NA,NA,NA,NA,"First","M","Scottish; European",NA,NA
"1073",40,"S9865-D040",1834,"Letter","Property sales; Servants; Travel; Domestic life; Entertainment and recreation","Domestic life; Entertainment and recreation",NA,"Chicago, IL; Illinois; United States; East North Central States; Midwest States; Mississippi Basin States; North America","per0029178","Anonymous Male Scottish Immigrant in Michigan, fl. 1832-1834","English",NA,"Anonymous Male Scottish Immigrant in Michigan",NA,NA,NA,"Scotland; United Kingdom; British Isles; Western Europe; Europe",NA,NA,NA,1832,NA,NA,NA,NA,"First","M","Scottish; European",NA,"Surveyor"
